Travel_ID,Traveler_Name,Gender,Age,Country,City,Travel_Type,Transport_Mode,Booking_Source,Travel_Month,Travel_Year,Stay_Days,Travel_Cost,Hotel_Type,Rating,Season
T1251,Traveler_1251,Male,36,Australia,Sydney,Leisure,Train,Agent,March,2023,6,17666,Standard,5,Summer
T1252,Traveler_1252,Female,49,UAE,New York,Business,Bus,Agent,January,2023,9,16207,Luxury,3,Summer
T1253,Traveler_1253,Male,52,USA,New York,Leisure,Flight,Online,November,2022,6,42709,Budget,3,Winter
T1254,Traveler_1254,Female,43,UAE,Sydney,Leisure,Flight,Agent,September,2023,3,31680,Standard,4,Summer
T1255,Traveler_1255,Female,20,Australia,Rome,Leisure,Train,Online,June,2024,2,84069,Standard,3,Monsoon
T1256,Traveler_1256,Male,36,USA,Paris,Business,Flight,Online,July,2023,9,80518,Budget,3,Winter
T1257,Traveler_1257,Male,56,UAE,Paris,Business,Train,Online,June,2022,2,64690,Luxury,5,Monsoon
T1258,Traveler_1258,Male,44,Australia,Rome,Business,Flight,Agent,March,2022,5,116511,Luxury,3,Winter
T1259,Traveler_1259,Male,54,Thailand,Goa,Business,Bus,Agent,March,2024,5,110640,Standard,5,Winter
T1260,Traveler_1260,Male,52,UAE,London,Leisure,Bus,Agent,December,2024,4,109563,Standard,4,Winter
T1261,Traveler_1261,Female,43,UK,Goa,Business,Flight,Agent,December,2023,6,26055,Budget,3,Monsoon
T1262,Traveler_1262,Male,33,Thailand,Rome,Leisure,Train,Online,June,2023,4,24257,Standard,5,Monsoon
T1263,Traveler_1263,Female,55,Australia,New York,Business,Bus,Online,January,2023,4,67919,Budget,3,Summer
T1264,Traveler_1264,Female,38,Australia,Berlin,Leisure,Flight,Online,January,2023,6,104675,Standard,4,Winter
T1265,Traveler_1265,Male,38,Italy,New York,Leisure,Train,Agent,September,2023,5,43961,Luxury,4,Winter
T1266,Traveler_1266,Male,25,France,Singapore,Leisure,Train,Agent,May,2024,4,52712,Luxury,3,Monsoon
T1267,Traveler_1267,Male,21,France,New York,Leisure,Train,Online,September,2023,7,63403,Budget,3,Winter
T1268,Traveler_1268,Male,43,India,Sydney,Business,Train,Agent,July,2024,10,55502,Standard,4,Winter
T1269,Traveler_1269,Male,33,Singapore,New York,Business,Train,Online,April,2023,5,89618,Budget,4,Winter
T1270,Traveler_1270,Male,52,UK,Rome,Business,Flight,Agent,November,2022,7,34911,Budget,3,Summer
T1271,Traveler_1271,Female,28,Italy,Bangkok,Business,Flight,Online,February,2023,7,23186,Luxury,4,Winter
T1272,Traveler_1272,Female,41,Singapore,Paris,Business,Flight,Online,June,2023,4,106882,Luxury,5,Winter
T1273,Traveler_1273,Female,44,Thailand,Goa,Leisure,Flight,Agent,October,2024,3,111320,Budget,4,Winter
T1274,Traveler_1274,Male,48,UAE,Goa,Leisure,Flight,Online,January,2024,6,69743,Luxury,3,Monsoon
T1275,Traveler_1275,Male,32,UAE,Rome,Business,Train,Agent,April,2022,2,71277,Standard,4,Monsoon
T1276,Traveler_1276,Female,58,Thailand,Sydney,Business,Train,Agent,December,2024,5,116188,Luxury,3,Summer
T1277,Traveler_1277,Female,48,UK,Dubai,Business,Train,Agent,September,2024,2,42994,Budget,3,Monsoon
T1278,Traveler_1278,Female,43,UAE,Sydney,Business,Flight,Agent,December,2023,10,22477,Luxury,5,Monsoon
T1279,Traveler_1279,Male,26,UK,Singapore,Leisure,Train,Agent,October,2022,7,88928,Budget,4,Summer
T1280,Traveler_1280,Male,59,Singapore,Singapore,Leisure,Flight,Online,December,2022,3,49836,Standard,3,Summer
T1281,Traveler_1281,Female,60,USA,New York,Leisure,Flight,Online,December,2022,8,31153,Luxury,4,Summer
T1282,Traveler_1282,Female,50,UK,Bangkok,Business,Train,Online,September,2024,10,59002,Standard,4,Monsoon
T1283,Traveler_1283,Female,42,France,London,Business,Train,Online,March,2023,3,97925,Standard,3,Winter
T1284,Traveler_1284,Male,35,UAE,London,Business,Bus,Agent,April,2023,9,59758,Standard,4,Monsoon
T1285,Traveler_1285,Female,57,Singapore,Berlin,Leisure,Flight,Online,February,2024,8,118762,Luxury,4,Monsoon
T1286,Traveler_1286,Female,58,Italy,Sydney,Leisure,Bus,Agent,December,2023,8,31308,Luxury,5,Winter
T1287,Traveler_1287,Female,37,Singapore,Sydney,Business,Flight,Agent,July,2022,9,73673,Standard,4,Summer
T1288,Traveler_1288,Female,31,Italy,Paris,Leisure,Bus,Online,April,2022,4,21741,Standard,3,Summer
T1289,Traveler_1289,Male,50,Thailand,Paris,Leisure,Flight,Agent,April,2022,6,114599,Standard,4,Monsoon
T1290,Traveler_1290,Male,43,UAE,New York,Business,Train,Agent,May,2023,3,67239,Luxury,4,Monsoon
T1291,Traveler_1291,Female,51,Australia,Bangkok,Business,Bus,Agent,April,2023,4,110755,Budget,5,Summer
T1292,Traveler_1292,Male,44,UAE,London,Leisure,Train,Online,December,2024,4,42827,Luxury,4,Summer
T1293,Traveler_1293,Male,44,Italy,New York,Leisure,Flight,Agent,July,2023,8,76978,Budget,3,Summer
T1294,Traveler_1294,Male,36,USA,Sydney,Business,Flight,Agent,December,2022,8,74280,Luxury,4,Winter
T1295,Traveler_1295,Male,28,Italy,Bangkok,Business,Flight,Agent,January,2022,3,90160,Budget,3,Monsoon
T1296,Traveler_1296,Male,19,UK,Berlin,Leisure,Train,Online,July,2022,3,99331,Budget,5,Summer
T1297,Traveler_1297,Male,36,USA,Sydney,Leisure,Train,Online,September,2024,9,50474,Standard,5,Winter
T1298,Traveler_1298,Female,36,Australia,Dubai,Leisure,Bus,Online,August,2023,6,93986,Standard,4,Winter
T1299,Traveler_1299,Female,24,UK,Berlin,Business,Train,Online,May,2022,10,15448,Budget,4,Winter
T1300,Traveler_1300,Male,29,UAE,Dubai,Business,Flight,Agent,January,2023,5,52208,Budget,3,Winter
T1301,Traveler_1301,Female,18,France,Rome,Business,Flight,Agent,March,2022,5,59428,Standard,3,Monsoon
T1302,Traveler_1302,Female,45,Italy,Singapore,Business,Train,Agent,January,2023,9,109035,Budget,4,Monsoon
T1303,Traveler_1303,Female,55,France,Rome,Business,Bus,Online,June,2022,6,51000,Luxury,5,Monsoon
T1304,Traveler_1304,Female,39,France,Berlin,Leisure,Flight,Agent,February,2022,9,31888,Budget,5,Winter
T1305,Traveler_1305,Female,40,Italy,Paris,Business,Train,Online,December,2024,6,88455,Luxury,5,Winter
T1306,Traveler_1306,Male,28,UAE,Berlin,Leisure,Bus,Agent,July,2024,5,51752,Standard,4,Monsoon
T1307,Traveler_1307,Female,37,Italy,Singapore,Business,Train,Online,October,2022,8,67531,Budget,5,Winter
T1308,Traveler_1308,Female,51,Singapore,Goa,Leisure,Bus,Agent,April,2024,9,96719,Budget,3,Monsoon
T1309,Traveler_1309,Male,58,Australia,Singapore,Leisure,Flight,Online,May,2022,2,52337,Luxury,3,Monsoon
T1310,Traveler_1310,Female,31,Thailand,Paris,Leisure,Flight,Online,June,2023,7,22057,Luxury,3,Monsoon
T1311,Traveler_1311,Male,21,India,Sydney,Business,Flight,Agent,March,2024,10,95273,Budget,5,Monsoon
T1312,Traveler_1312,Male,35,India,New York,Leisure,Flight,Agent,May,2024,2,28798,Luxury,3,Winter
T1313,Traveler_1313,Female,30,Italy,Sydney,Leisure,Flight,Agent,June,2023,10,23737,Luxury,5,Winter
T1314,Traveler_1314,Female,45,Thailand,Goa,Leisure,Flight,Online,December,2023,2,116963,Standard,4,Monsoon
T1315,Traveler_1315,Male,32,USA,Bangkok,Leisure,Flight,Online,April,2024,10,109264,Luxury,5,Monsoon
T1316,Traveler_1316,Female,37,France,Rome,Business,Flight,Agent,May,2022,9,40701,Budget,3,Summer
T1317,Traveler_1317,Male,60,Singapore,Sydney,Business,Train,Agent,March,2023,3,70416,Luxury,4,Monsoon
T1318,Traveler_1318,Male,21,Singapore,Sydney,Leisure,Flight,Agent,June,2022,5,40693,Budget,5,Monsoon
T1319,Traveler_1319,Female,56,Australia,Bangkok,Leisure,Flight,Agent,October,2022,4,31090,Luxury,5,Winter
T1320,Traveler_1320,Male,57,Thailand,London,Business,Bus,Agent,August,2023,6,97240,Luxury,4,Winter
T1321,Traveler_1321,Female,41,Australia,Dubai,Leisure,Flight,Agent,October,2023,8,58546,Budget,4,Summer
T1322,Traveler_1322,Female,47,India,London,Leisure,Flight,Online,October,2023,2,64900,Standard,5,Monsoon
T1323,Traveler_1323,Male,45,India,Rome,Leisure,Bus,Online,October,2024,2,100935,Luxury,5,Monsoon
T1324,Traveler_1324,Male,50,India,Berlin,Business,Flight,Agent,August,2022,10,93161,Standard,5,Monsoon
T1325,Traveler_1325,Male,31,UAE,Goa,Leisure,Flight,Online,November,2023,10,61048,Budget,5,Summer
T1326,Traveler_1326,Male,39,India,Sydney,Leisure,Flight,Agent,September,2024,4,119687,Budget,3,Monsoon
T1327,Traveler_1327,Male,49,Italy,Berlin,Business,Train,Agent,May,2022,3,63921,Budget,3,Monsoon
T1328,Traveler_1328,Male,50,Germany,Singapore,Business,Flight,Agent,November,2023,6,59315,Luxury,3,Monsoon
T1329,Traveler_1329,Female,57,Germany,London,Business,Bus,Online,May,2024,2,77734,Luxury,4,Summer
T1330,Traveler_1330,Female,37,Australia,Dubai,Business,Flight,Online,May,2023,6,85905,Luxury,4,Winter
T1331,Traveler_1331,Male,56,India,Goa,Business,Train,Online,March,2024,6,64077,Budget,4,Summer
T1332,Traveler_1332,Female,46,UK,Dubai,Business,Train,Online,July,2023,5,49231,Standard,5,Summer
T1333,Traveler_1333,Female,51,UAE,Singapore,Leisure,Bus,Agent,May,2024,7,87269,Budget,4,Monsoon
T1334,Traveler_1334,Female,26,UAE,Sydney,Leisure,Train,Agent,April,2024,10,35100,Budget,3,Monsoon
T1335,Traveler_1335,Male,60,Germany,Rome,Business,Bus,Agent,July,2023,2,101465,Standard,4,Winter
T1336,Traveler_1336,Male,25,USA,London,Business,Flight,Agent,August,2022,6,62478,Budget,4,Winter
T1337,Traveler_1337,Female,35,USA,Paris,Leisure,Train,Agent,July,2024,7,56757,Budget,3,Winter
T1338,Traveler_1338,Female,32,Singapore,Goa,Leisure,Flight,Online,January,2022,6,63928,Luxury,5,Winter
T1339,Traveler_1339,Female,46,Italy,London,Business,Train,Online,December,2023,8,81272,Standard,3,Winter
T1340,Traveler_1340,Male,49,UK,Sydney,Business,Flight,Agent,April,2024,2,46727,Standard,5,Monsoon
T1341,Traveler_1341,Male,33,Germany,Paris,Business,Flight,Agent,January,2023,6,57002,Standard,3,Winter
T1342,Traveler_1342,Female,48,Germany,Singapore,Leisure,Train,Agent,July,2022,8,102995,Luxury,4,Winter
T1343,Traveler_1343,Female,60,India,Goa,Business,Flight,Online,April,2023,3,28984,Standard,3,Winter
T1344,Traveler_1344,Male,47,India,Singapore,Leisure,Train,Online,April,2024,7,104939,Budget,3,Summer
T1345,Traveler_1345,Female,19,UAE,Dubai,Leisure,Flight,Agent,January,2023,9,54131,Budget,5,Summer
T1346,Traveler_1346,Female,50,India,Singapore,Business,Bus,Online,January,2024,3,56057,Budget,3,Summer
T1347,Traveler_1347,Female,21,Italy,Bangkok,Business,Flight,Online,January,2022,2,84939,Standard,5,Summer
T1348,Traveler_1348,Female,48,Australia,Singapore,Business,Train,Online,January,2024,9,114536,Luxury,4,Summer
T1349,Traveler_1349,Male,58,Germany,Singapore,Leisure,Flight,Online,September,2024,9,18688,Budget,3,Monsoon
T1350,Traveler_1350,Female,22,Australia,London,Business,Bus,Online,April,2023,2,69907,Standard,3,Winter
T1351,Traveler_1351,Male,58,UK,London,Leisure,Train,Agent,May,2024,10,82167,Luxury,3,Monsoon
T1352,Traveler_1352,Male,57,USA,Sydney,Business,Flight,Online,December,2022,6,53469,Luxury,4,Summer
T1353,Traveler_1353,Male,46,Germany,Paris,Leisure,Flight,Online,June,2024,5,22449,Standard,3,Winter
T1354,Traveler_1354,Female,53,Germany,New York,Leisure,Train,Agent,April,2024,7,85799,Luxury,5,Winter
T1355,Traveler_1355,Female,20,Singapore,New York,Business,Flight,Agent,February,2022,7,85033,Budget,3,Monsoon
T1356,Traveler_1356,Male,58,Australia,Singapore,Business,Train,Online,May,2022,4,16701,Budget,5,Monsoon
T1357,Traveler_1357,Male,60,UK,Goa,Business,Flight,Online,July,2023,3,28606,Budget,5,Monsoon
T1358,Traveler_1358,Male,37,Australia,Paris,Leisure,Bus,Agent,February,2023,7,31485,Budget,4,Monsoon
T1359,Traveler_1359,Male,41,Thailand,Bangkok,Leisure,Train,Agent,July,2023,9,88091,Luxury,3,Summer
T1360,Traveler_1360,Male,29,Thailand,Dubai,Business,Flight,Online,November,2024,7,24585,Standard,4,Winter
T1361,Traveler_1361,Male,28,UK,Rome,Leisure,Flight,Online,September,2023,5,48462,Luxury,5,Monsoon
T1362,Traveler_1362,Female,52,Italy,Paris,Business,Flight,Agent,February,2024,10,105527,Budget,5,Summer
T1363,Traveler_1363,Female,51,France,Sydney,Leisure,Flight,Agent,September,2024,10,94672,Luxury,3,Summer
T1364,Traveler_1364,Female,34,USA,Bangkok,Business,Flight,Agent,March,2024,4,26079,Standard,4,Summer
T1365,Traveler_1365,Male,34,France,Paris,Leisure,Flight,Agent,May,2022,10,35778,Luxury,4,Summer
T1366,Traveler_1366,Male,29,UK,Dubai,Leisure,Flight,Agent,December,2024,2,84567,Luxury,5,Winter
T1367,Traveler_1367,Female,44,UK,Goa,Leisure,Train,Online,September,2022,5,49828,Budget,3,Summer
T1368,Traveler_1368,Female,35,UAE,Paris,Leisure,Flight,Online,March,2022,9,65791,Budget,5,Winter
T1369,Traveler_1369,Male,46,Australia,Goa,Business,Train,Online,November,2024,9,73055,Standard,3,Winter
T1370,Traveler_1370,Male,18,Thailand,Paris,Leisure,Bus,Agent,August,2023,10,76430,Budget,4,Summer
T1371,Traveler_1371,Female,37,UK,Paris,Leisure,Flight,Online,October,2023,9,61508,Luxury,5,Summer
T1372,Traveler_1372,Male,42,Australia,Paris,Business,Flight,Online,January,2022,3,62201,Standard,3,Winter
T1373,Traveler_1373,Female,25,India,Paris,Leisure,Train,Online,November,2022,7,113885,Standard,5,Monsoon
T1374,Traveler_1374,Male,38,Australia,New York,Business,Bus,Online,September,2022,2,117507,Luxury,4,Winter
T1375,Traveler_1375,Female,58,UAE,Paris,Business,Flight,Online,November,2024,9,61290,Budget,3,Winter
T1376,Traveler_1376,Male,36,India,Goa,Business,Bus,Online,August,2022,8,27833,Standard,4,Monsoon
T1377,Traveler_1377,Female,30,France,Rome,Business,Bus,Online,October,2024,5,82471,Luxury,3,Monsoon
T1378,Traveler_1378,Female,19,Italy,London,Business,Bus,Online,September,2024,9,113020,Standard,3,Winter
T1379,Traveler_1379,Female,58,Singapore,Berlin,Business,Bus,Agent,June,2024,2,118033,Budget,4,Summer
T1380,Traveler_1380,Male,45,Australia,Rome,Business,Bus,Online,June,2022,6,111170,Luxury,5,Summer
T1381,Traveler_1381,Male,26,UK,New York,Leisure,Bus,Agent,April,2022,3,48620,Standard,5,Monsoon
T1382,Traveler_1382,Female,39,UAE,Singapore,Business,Bus,Agent,May,2024,7,76821,Luxury,4,Winter
T1383,Traveler_1383,Female,20,USA,Rome,Leisure,Bus,Online,August,2022,5,51191,Budget,5,Winter
T1384,Traveler_1384,Male,44,Singapore,Dubai,Business,Flight,Online,November,2023,7,69705,Budget,3,Monsoon
T1385,Traveler_1385,Female,34,Italy,New York,Leisure,Bus,Online,July,2024,9,51799,Budget,5,Summer
T1386,Traveler_1386,Male,32,Australia,Singapore,Leisure,Train,Agent,March,2023,2,40328,Luxury,4,Winter
T1387,Traveler_1387,Female,41,USA,New York,Business,Train,Online,January,2024,10,76965,Budget,4,Winter
T1388,Traveler_1388,Male,19,UK,New York,Business,Bus,Agent,April,2023,9,108932,Budget,5,Summer
T1389,Traveler_1389,Male,33,Italy,New York,Leisure,Train,Online,October,2022,3,91180,Luxury,5,Summer
T1390,Traveler_1390,Female,22,USA,Paris,Business,Bus,Online,June,2024,2,59891,Luxury,3,Winter
T1391,Traveler_1391,Female,60,France,Paris,Leisure,Bus,Online,September,2023,9,51088,Budget,3,Winter
T1392,Traveler_1392,Female,24,UAE,Sydney,Leisure,Flight,Agent,February,2024,6,86018,Standard,3,Winter
T1393,Traveler_1393,Male,52,UAE,Sydney,Leisure,Flight,Agent,May,2023,8,97267,Luxury,4,Summer
T1394,Traveler_1394,Male,54,Germany,London,Business,Train,Online,February,2022,10,78804,Standard,4,Summer
T1395,Traveler_1395,Female,30,Australia,New York,Leisure,Bus,Agent,May,2022,10,19500,Luxury,4,Winter
T1396,Traveler_1396,Male,19,UK,Singapore,Business,Bus,Online,December,2022,5,92609,Luxury,4,Summer
T1397,Traveler_1397,Male,38,Australia,Berlin,Business,Flight,Online,August,2023,2,50354,Standard,3,Winter
T1398,Traveler_1398,Female,25,USA,Berlin,Business,Flight,Online,February,2023,8,99150,Luxury,3,Winter
T1399,Traveler_1399,Male,38,UAE,Sydney,Leisure,Flight,Online,November,2022,7,34260,Budget,5,Monsoon
T1400,Traveler_1400,Female,31,USA,Dubai,Business,Flight,Online,November,2022,10,71315,Luxury,5,Monsoon
T1401,Traveler_1401,Female,33,Singapore,Singapore,Business,Train,Agent,November,2022,4,57519,Luxury,5,Winter
T1402,Traveler_1402,Female,44,Singapore,Singapore,Business,Flight,Online,September,2022,7,36933,Standard,5,Winter
T1403,Traveler_1403,Female,32,Thailand,Sydney,Leisure,Bus,Agent,May,2022,9,104324,Budget,3,Winter
T1404,Traveler_1404,Male,35,Thailand,Singapore,Leisure,Bus,Online,August,2022,7,47605,Budget,5,Summer
T1405,Traveler_1405,Male,50,UK,Rome,Leisure,Train,Online,June,2024,4,98315,Luxury,3,Winter
T1406,Traveler_1406,Female,50,India,Singapore,Business,Train,Agent,January,2023,6,66510,Standard,4,Winter
T1407,Traveler_1407,Male,52,Singapore,Goa,Business,Train,Online,August,2024,3,48270,Standard,5,Winter
T1408,Traveler_1408,Female,43,India,Rome,Business,Flight,Agent,January,2024,7,114803,Luxury,3,Winter
T1409,Traveler_1409,Male,50,Thailand,Rome,Business,Flight,Online,December,2024,3,117286,Budget,4,Summer
T1410,Traveler_1410,Female,22,Singapore,Berlin,Leisure,Flight,Online,November,2022,6,70813,Luxury,5,Summer
T1411,Traveler_1411,Male,38,USA,Goa,Business,Flight,Online,October,2023,3,60027,Budget,4,Summer
T1412,Traveler_1412,Male,60,Germany,Sydney,Leisure,Flight,Online,January,2022,8,15278,Budget,4,Summer
T1413,Traveler_1413,Male,47,Australia,New York,Leisure,Flight,Online,September,2024,6,59363,Budget,3,Winter
T1414,Traveler_1414,Male,40,UAE,Singapore,Leisure,Flight,Online,May,2024,10,72780,Budget,5,Summer
T1415,Traveler_1415,Male,59,Thailand,New York,Leisure,Train,Online,February,2022,2,108708,Budget,4,Winter
T1416,Traveler_1416,Female,45,Singapore,Goa,Leisure,Bus,Agent,December,2022,7,65488,Luxury,5,Winter
T1417,Traveler_1417,Female,51,Australia,London,Leisure,Bus,Online,October,2024,5,114810,Standard,5,Summer
T1418,Traveler_1418,Female,36,Germany,Paris,Leisure,Bus,Online,September,2023,5,56637,Luxury,5,Winter
T1419,Traveler_1419,Male,59,UAE,New York,Leisure,Train,Online,June,2022,2,109674,Luxury,3,Monsoon
T1420,Traveler_1420,Female,30,USA,Dubai,Leisure,Train,Online,January,2022,2,107254,Standard,3,Monsoon
T1421,Traveler_1421,Female,22,France,Paris,Leisure,Bus,Agent,January,2024,9,108433,Luxury,3,Monsoon
T1422,Traveler_1422,Male,51,India,Paris,Leisure,Train,Online,February,2022,3,86031,Luxury,4,Winter
T1423,Traveler_1423,Male,55,Italy,Bangkok,Leisure,Bus,Online,March,2023,5,117192,Budget,5,Summer
T1424,Traveler_1424,Female,39,Singapore,Goa,Leisure,Train,Agent,November,2022,2,46637,Standard,4,Summer
T1425,Traveler_1425,Male,46,Singapore,Bangkok,Leisure,Train,Online,April,2024,3,62526,Luxury,5,Winter
T1426,Traveler_1426,Male,49,France,London,Business,Bus,Agent,March,2024,5,33520,Standard,3,Monsoon
T1427,Traveler_1427,Male,58,France,Sydney,Leisure,Bus,Online,June,2023,9,40333,Budget,5,Monsoon
T1428,Traveler_1428,Female,58,Italy,Sydney,Leisure,Train,Agent,September,2023,7,31079,Budget,3,Summer
T1429,Traveler_1429,Male,41,Italy,New York,Leisure,Bus,Online,March,2022,7,114051,Standard,3,Winter
T1430,Traveler_1430,Male,59,USA,Berlin,Leisure,Train,Online,June,2024,9,91071,Luxury,3,Monsoon
T1431,Traveler_1431,Female,52,France,Rome,Business,Flight,Online,May,2023,9,81742,Standard,5,Monsoon
T1432,Traveler_1432,Female,55,USA,Paris,Leisure,Bus,Agent,December,2023,2,98339,Budget,5,Winter
T1433,Traveler_1433,Female,54,Thailand,New York,Leisure,Flight,Agent,September,2023,10,24184,Luxury,4,Summer
T1434,Traveler_1434,Female,24,France,Sydney,Leisure,Train,Agent,June,2024,3,88479,Budget,4,Monsoon
T1435,Traveler_1435,Female,37,Italy,Goa,Business,Flight,Agent,April,2024,4,102439,Standard,4,Summer
T1436,Traveler_1436,Male,43,Thailand,Bangkok,Leisure,Flight,Online,September,2022,4,95419,Standard,3,Winter
T1437,Traveler_1437,Male,25,Thailand,Berlin,Business,Bus,Agent,November,2022,9,50175,Budget,3,Summer
T1438,Traveler_1438,Male,24,Germany,Dubai,Leisure,Flight,Online,December,2024,3,79074,Budget,5,Winter
T1439,Traveler_1439,Female,50,Thailand,Sydney,Leisure,Flight,Agent,February,2023,7,107311,Standard,4,Winter
T1440,Traveler_1440,Male,19,India,Dubai,Leisure,Bus,Agent,February,2023,5,17359,Standard,5,Monsoon
T1441,Traveler_1441,Female,28,UK,London,Business,Bus,Agent,May,2023,10,41596,Budget,3,Summer
T1442,Traveler_1442,Female,54,UAE,Rome,Business,Train,Agent,July,2022,7,15560,Luxury,3,Monsoon
T1443,Traveler_1443,Female,40,UK,Singapore,Business,Train,Online,February,2023,3,42692,Luxury,3,Monsoon
T1444,Traveler_1444,Female,31,Germany,Rome,Business,Train,Agent,June,2022,2,86920,Budget,3,Winter
T1445,Traveler_1445,Male,27,Australia,Berlin,Business,Bus,Online,June,2022,7,56270,Budget,5,Winter
T1446,Traveler_1446,Female,21,Germany,Singapore,Leisure,Flight,Agent,March,2022,10,73237,Luxury,3,Winter
T1447,Traveler_1447,Male,60,India,Bangkok,Leisure,Bus,Agent,August,2022,5,117008,Standard,5,Monsoon
T1448,Traveler_1448,Female,43,Italy,Paris,Leisure,Train,Online,April,2023,5,113719,Luxury,4,Winter
T1449,Traveler_1449,Female,59,Australia,Berlin,Business,Bus,Online,December,2024,3,19372,Luxury,5,Monsoon
T1450,Traveler_1450,Male,50,France,Singapore,Leisure,Train,Online,August,2022,3,56494,Budget,4,Summer
T1451,Traveler_1451,Female,24,France,Berlin,Business,Bus,Agent,July,2023,5,102964,Budget,4,Winter
T1452,Traveler_1452,Female,50,Thailand,Goa,Leisure,Flight,Online,February,2024,6,62018,Luxury,3,Monsoon
T1453,Traveler_1453,Female,60,France,Dubai,Leisure,Bus,Agent,November,2022,2,104123,Budget,4,Summer
